sorriso,olho_esquerdo,olho_direito,angulo_x,angulo_y,angulo_z,boca_visivel_esq,boca_visivel_dir,olho_visivel_esq,olho_visivel_dir,nariz_visivel,humor
0.51,0.05,0.5,25.05,-25.02,-13.11,0,1,0,0,0,Cansado
0.98,0.77,0.67,-12.22,9.91,-17.47,0,0,0,1,0,Neutro
0.1,0.93,0.09,22.33,20.16,18.34,1,1,0,0,0,Triste
0.62,0.36,0.54,-23.02,-12.84,-8.37,0,0,1,0,0,Cansado
0.5,0.79,0.81,-10.03,-11.76,-20.67,1,0,0,1,0,Triste
0.56,0.29,0.72,9.21,-9.67,2.56,1,1,0,1,1,Cansado
0.9,0.07,0.3,24.89,14.16,12.31,1,0,1,0,1,Feliz
0.98,0.75,0.52,-9.96,8.14,-28.27,0,0,1,0,0,Cansado
0.53,0.74,0.62,-13.2,-22.24,8.33,0,1,1,1,1,Estressado
0.52,0.19,0.57,-15.98,15.03,0.91,0,1,1,1,1,Feliz
0.89,0.81,0.54,-21.72,15.99,28.81,1,0,1,1,1,Cansado
0.36,0.33,0.7,-2.02,3.23,-25.61,0,0,1,1,0,Triste
0.27,0.49,0.02,-2.03,11.16,-19.92,1,0,1,0,0,Feliz
0.21,0.6,0.9,-3.57,-18.22,17.35,0,0,0,0,1,Cansado
0.08,0.42,0.31,-18.18,-9.72,-11.52,0,1,1,0,1,Neutro
0.68,0.14,0.18,-27.2,-2.34,-3.07,1,1,0,0,0,Feliz
0.28,0.67,0.53,1.85,-17.87,22.04,1,1,1,1,0,Neutro
0.56,0.04,0.33,-24.92,6.93,-21.1,0,1,1,0,1,Estressado
0.47,0.21,0.39,0.28,-28.5,-6.73,1,1,1,0,0,Triste
0.12,0.87,0.69,-23.95,-7.38,-2.71,0,0,0,0,1,Triste
0.71,0.58,0.43,13.47,24.61,14.42,0,1,1,1,0,Neutro
0.23,0.06,0.8,4.08,-16.21,-27.75,1,1,0,1,1,Estressado
0.15,0.27,0.4,13.46,-20.58,12.54,1,0,1,1,1,Triste
0.94,0.65,0.14,17.4,-14.51,-15.35,0,0,1,1,0,Cansado
0.34,0.23,0.2,-22.96,-16.49,-9.17,0,1,1,0,1,Neutro
0.65,0.38,0.09,4.61,-29.74,-16.53,0,1,0,0,1,Cansado
0.89,0.75,0.28,-7.59,2.35,24.26,1,0,1,0,1,Triste
0.41,0.41,1.0,17.81,-21.28,4.04,1,1,0,0,1,Neutro
0.78,1.0,0.71,2.9,21.86,21.36,1,0,0,0,0,Neutro
0.29,0.37,0.79,-2.21,-24.76,-18.61,1,0,0,1,1,Neutro
0.68,0.35,0.28,-13.12,-1.24,24.85,1,1,0,0,1,Neutro
0.16,0.28,0.64,16.7,-13.14,24.36,1,1,0,1,1,Feliz
0.72,0.48,0.4,-12.04,3.85,28.42,1,1,1,1,0,Feliz
0.25,0.46,0.64,1.77,24.89,3.4,0,0,1,1,0,Feliz
0.37,0.27,0.74,0.86,16.53,18.66,0,0,0,1,1,Estressado
0.28,0.48,0.67,10.09,22.54,-22.08,0,0,1,0,1,Estressado
0.07,0.46,0.11,15.99,25.26,-7.41,0,0,1,1,1,Cansado
0.98,0.91,0.55,8.77,-26.64,-2.2,1,1,1,1,1,Estressado
0.66,0.49,0.83,-24.25,-2.35,25.39,0,0,1,1,1,Cansado
0.15,0.09,0.72,17.41,-8.05,-23.37,1,0,0,1,0,Triste
0.56,0.47,0.87,12.14,25.92,-10.52,1,1,0,0,1,Estressado
0.85,0.44,0.32,25.22,-5.29,16.38,0,0,1,0,1,Triste
0.25,0.21,0.17,16.12,3.96,8.97,0,1,0,0,0,Cansado
0.27,0.11,0.03,1.57,-22.43,25.21,0,0,1,1,0,Cansado
0.33,0.01,0.87,14.63,21.37,10.25,1,1,0,1,0,Neutro
0.96,0.63,0.79,-16.41,0.53,-6.6,1,1,1,1,0,Estressado
0.71,0.3,0.29,29.96,-0.48,-7.69,0,0,0,1,0,Triste
0.64,0.9,0.95,-19.21,-6.67,-12.29,0,0,1,1,0,Feliz
0.82,0.31,0.19,4.58,-10.14,13.94,0,1,0,1,1,Cansado
0.84,0.22,0.68,-17.35,-23.06,-23.2,1,0,0,1,1,Neutro
0.72,0.35,0.35,-22.07,-29.01,-9.32,0,0,1,1,0,Feliz
0.22,0.5,0.52,20.59,-7.49,29.96,0,1,1,1,1,Cansado
0.25,0.12,0.7,-18.96,7.03,6.57,0,0,1,1,0,Cansado
0.52,0.21,0.8,-16.53,24.61,18.47,0,1,1,0,0,Neutro
0.83,0.02,0.18,-22.15,-24.12,-25.0,1,0,1,0,0,Triste
0.51,0.23,0.78,19.53,-29.69,-6.91,1,1,1,0,0,Neutro
0.42,0.84,0.77,18.02,27.75,4.02,0,0,1,0,0,Estressado
0.56,0.03,0.79,9.95,29.43,-27.75,1,0,0,0,0,Cansado
0.37,0.43,0.98,10.95,-0.15,22.68,0,0,0,1,1,Estressado
0.44,0.13,0.18,-5.37,3.04,-9.2,1,1,1,1,0,Estressado
0.99,0.73,0.0,-28.03,-11.53,-9.17,1,0,1,0,1,Triste
0.7,0.29,0.13,-19.9,3.15,-2.71,1,0,1,0,1,Feliz
0.7,0.31,0.56,-1.73,11.6,26.54,0,0,1,1,1,Estressado
0.15,0.06,0.57,-0.9,-9.5,4.83,1,1,1,1,0,Feliz
0.09,0.15,0.68,16.93,-5.52,18.61,1,1,1,1,1,Cansado
0.34,0.48,0.74,-16.52,-9.42,-14.88,1,1,0,0,0,Neutro
0.4,0.46,0.59,-20.25,21.68,24.96,0,1,1,0,0,Cansado
0.11,0.52,0.73,-12.68,-12.86,20.59,1,0,1,1,0,Triste
0.93,0.7,0.37,-29.02,-0.22,-28.1,1,1,1,0,1,Cansado
0.9,0.83,0.14,5.85,-25.32,2.29,0,1,0,1,0,Cansado
0.16,0.56,0.05,-26.72,5.63,1.13,1,1,1,0,0,Feliz
0.17,0.63,0.81,3.05,-8.05,-25.16,1,0,1,1,1,Estressado
0.22,0.6,0.61,-17.57,-5.72,29.56,0,0,0,1,0,Cansado
0.71,0.74,0.97,-10.37,26.09,-29.97,0,1,0,1,0,Neutro
0.73,0.21,0.05,-14.03,10.75,-12.16,1,1,0,0,0,Neutro
0.04,0.53,0.99,4.5,16.37,27.78,0,0,0,0,1,Cansado
0.53,0.81,0.78,2.25,-20.38,29.87,1,1,0,1,1,Neutro
0.68,0.06,0.03,12.38,-20.14,-19.29,0,0,0,0,1,Cansado
0.21,0.55,0.03,2.58,-7.52,-16.79,0,1,0,0,0,Estressado
0.97,0.12,0.23,10.12,3.51,-19.84,0,0,1,0,1,Neutro
0.42,0.96,0.27,16.33,3.7,-19.43,0,1,0,1,1,Neutro
0.01,0.2,0.65,-5.97,-24.76,2.62,1,1,0,0,1,Cansado
0.91,0.91,0.58,10.6,25.59,4.3,0,0,0,1,1,Neutro
0.78,1.0,0.69,-27.89,-17.0,27.67,0,1,0,0,0,Cansado
0.2,0.42,0.37,28.32,10.3,1.32,0,0,0,0,0,Feliz
0.54,0.49,0.42,-4.23,11.39,0.07,0,1,1,1,0,Cansado
0.99,0.17,0.58,2.74,-22.15,5.02,0,1,0,0,0,Feliz
0.65,0.94,0.1,-14.17,-20.71,-9.69,0,0,1,1,0,Neutro
0.83,0.8,0.75,26.2,-21.03,-11.31,0,1,1,1,0,Feliz
0.93,0.81,0.25,8.93,-21.33,19.01,0,1,1,1,0,Estressado
0.13,0.03,0.0,25.29,-9.11,15.56,1,1,0,1,0,Estressado
0.17,0.71,0.03,17.35,-22.24,16.5,1,1,0,0,1,Triste
0.5,0.75,0.19,18.59,-13.82,-7.12,0,0,0,0,1,Estressado
0.78,0.25,0.82,-13.02,-17.94,-8.2,0,1,1,1,0,Triste
0.76,0.61,0.76,-7.57,17.33,25.58,1,1,0,0,0,Neutro
0.74,0.04,0.3,-8.27,18.09,-3.22,0,1,1,1,1,Triste
0.49,0.96,0.58,-15.14,-3.04,0.39,1,0,0,1,1,Feliz
0.42,0.51,0.16,3.91,2.34,19.81,0,1,0,0,1,Feliz
0.93,0.83,0.98,1.63,-18.04,20.15,1,1,0,1,0,Triste
0.32,0.01,0.92,-29.35,-29.64,0.24,1,1,0,1,0,Estressado
0.94,0.32,0.84,4.2,9.95,4.45,1,0,0,0,0,Neutro
0.39,0.58,0.38,-21.16,-7.7,17.46,1,1,1,0,0,Neutro
0.67,0.71,0.76,-20.93,-10.97,-29.2,1,0,1,1,1,Cansado
0.69,0.36,0.27,29.22,3.61,16.16,1,0,1,1,0,Feliz
0.22,0.25,0.84,20.94,29.45,-5.1,1,0,0,1,1,Estressado
0.47,0.4,0.81,13.32,-21.46,13.61,0,0,1,0,1,Neutro
0.05,0.66,0.98,-6.47,-15.02,10.18,1,0,0,0,1,Cansado
0.31,0.77,0.34,23.51,-9.54,-3.83,1,1,0,1,0,Neutro
0.51,0.39,0.42,22.41,6.26,-28.55,0,1,0,0,1,Neutro
0.1,0.48,0.96,2.11,-2.73,29.61,1,0,0,0,1,Neutro
0.15,0.14,0.52,-11.65,-28.59,18.37,1,0,1,1,1,Estressado
0.99,0.31,0.91,19.88,17.05,-9.87,0,1,0,1,0,Estressado
1.0,0.56,0.85,13.04,28.36,-13.75,1,0,0,0,1,Cansado
0.98,0.29,0.05,-29.73,15.06,-18.3,0,1,1,0,1,Cansado
0.44,0.57,0.08,5.47,21.18,4.23,0,1,1,0,1,Feliz
0.99,0.62,0.82,6.74,-19.69,-26.06,0,1,1,1,1,Cansado
0.77,0.51,0.85,-28.68,20.94,2.06,1,0,0,0,0,Neutro
0.37,0.28,0.85,-5.37,6.39,12.34,0,1,1,1,0,Cansado
0.23,0.96,0.99,7.57,14.6,14.48,0,0,0,1,1,Cansado
0.42,0.91,0.76,0.99,-21.77,-1.28,0,0,0,1,1,Feliz
0.7,0.25,0.92,-24.8,24.55,-13.53,1,1,0,1,1,Triste
0.75,0.76,0.2,-20.72,-28.66,-7.64,0,0,1,0,0,Estressado
0.93,0.93,0.28,16.67,17.76,26.01,1,1,1,1,0,Feliz
0.23,0.25,0.61,-22.7,15.42,-21.62,0,1,1,0,1,Feliz
0.95,0.84,0.52,26.01,-22.18,-12.66,1,1,1,0,0,Feliz
0.1,0.04,0.62,20.61,-1.56,-25.55,0,0,1,0,1,Triste
0.28,0.95,0.31,-29.61,2.95,8.98,0,0,1,1,0,Triste
0.79,0.84,0.67,25.45,15.01,14.01,0,0,0,1,0,Estressado
0.95,0.63,0.37,-1.72,12.83,-13.84,1,0,0,1,1,Estressado
0.14,0.52,0.81,16.3,12.99,-28.65,1,0,1,0,0,Feliz
0.17,0.32,0.72,-12.76,-4.11,-1.82,1,1,1,0,1,Triste
0.48,0.46,0.62,-6.88,-3.22,5.66,0,1,0,1,0,Cansado
0.84,0.8,0.05,-4.78,-13.72,-18.58,0,0,1,1,0,Feliz
0.89,0.05,0.87,27.93,10.24,-16.36,0,1,1,0,0,Estressado
0.08,0.53,0.25,-8.37,-7.14,-18.79,0,1,1,0,1,Feliz
0.83,0.45,0.66,22.79,-22.95,10.92,0,1,1,1,1,Estressado
0.51,0.54,0.17,3.09,6.55,28.02,0,0,0,0,0,Triste
0.2,0.16,0.17,4.83,-16.68,26.84,1,0,0,1,0,Triste
0.7,0.88,0.31,-3.82,-26.63,12.77,0,1,0,0,1,Feliz
0.22,0.37,0.84,18.63,-22.9,-18.57,1,1,1,0,0,Cansado
0.92,0.12,0.14,-15.45,4.23,-25.85,0,0,1,1,1,Triste
0.25,0.52,0.9,3.43,-20.42,13.13,1,0,1,0,0,Neutro
0.42,0.28,0.75,20.93,-29.6,4.36,0,1,1,0,1,Neutro
0.82,0.94,0.61,19.07,-4.19,-15.29,1,1,0,0,1,Estressado
0.21,0.95,0.49,-26.04,19.63,-20.9,0,1,0,0,0,Estressado
0.51,0.51,0.93,9.88,-21.84,-2.44,1,0,1,1,0,Feliz
0.87,0.08,0.5,-9.52,17.89,8.11,1,0,0,0,0,Feliz
0.09,0.46,0.92,-3.11,21.33,27.04,0,1,1,1,0,Feliz
0.48,0.21,0.95,20.44,-26.47,-10.98,1,0,1,1,0,Cansado
0.1,0.87,0.49,19.55,7.74,-24.93,0,0,1,0,1,Cansado
0.59,0.13,0.48,21.07,22.3,12.91,0,0,1,1,1,Feliz
0.97,0.0,0.79,-12.61,0.66,-27.04,0,1,0,1,1,Cansado
0.55,0.93,0.97,-23.39,21.79,26.64,0,0,1,1,1,Cansado
0.56,0.02,0.42,4.05,-24.08,1.86,0,0,1,0,1,Cansado
0.77,0.26,0.51,22.62,-20.27,25.72,0,0,0,1,0,Cansado
0.86,0.76,0.04,-26.76,-19.94,25.02,1,1,1,0,1,Neutro
0.51,0.22,0.46,-12.09,-10.57,-13.64,0,0,0,0,0,Triste
0.57,0.36,0.31,15.01,-21.24,-3.37,1,0,0,1,1,Feliz
0.94,0.56,0.2,28.49,25.15,-26.72,0,1,1,1,0,Triste
0.15,0.15,0.25,-22.32,-15.52,-23.51,0,0,0,0,0,Estressado
0.53,0.73,0.21,-23.85,26.06,3.79,1,0,0,0,1,Estressado
0.16,0.97,0.95,16.87,-27.99,-21.65,1,0,1,0,0,Estressado
0.02,0.23,0.07,26.73,-17.11,-14.69,0,1,1,1,1,Neutro
0.36,0.51,0.14,6.53,9.93,0.57,1,0,0,0,1,Estressado
0.3,0.15,0.98,4.01,-12.43,19.48,1,0,1,0,0,Estressado
0.82,0.01,0.62,-26.44,-9.36,-2.86,1,0,1,1,1,Feliz
0.53,0.12,0.33,20.93,28.11,21.47,1,0,0,0,0,Neutro
0.2,0.18,0.05,26.59,21.53,-15.27,0,1,0,0,1,Triste
0.73,0.31,0.53,0.71,-9.93,11.9,1,1,0,1,1,Estressado
0.44,0.76,0.45,-15.28,-27.4,15.82,1,1,0,0,1,Estressado
0.2,0.12,0.86,-18.3,28.2,9.09,1,0,0,1,0,Feliz
0.55,0.42,0.54,-27.08,23.17,26.45,1,0,1,1,1,Cansado
0.74,0.67,0.23,-25.43,21.5,-2.24,1,1,1,1,0,Feliz
0.68,0.17,0.86,2.11,21.53,-9.99,0,0,1,0,0,Triste
0.45,0.2,0.93,5.81,-6.94,16.6,1,0,0,1,0,Neutro
0.31,0.54,0.69,17.48,-17.19,21.4,0,1,1,0,0,Triste
0.67,0.13,0.75,-9.22,18.97,-22.08,0,0,1,0,1,Feliz
0.43,0.85,0.54,-13.92,23.8,27.14,0,0,0,1,1,Estressado
0.71,0.79,0.74,15.75,-21.89,24.71,0,0,1,1,0,Estressado
0.57,0.1,0.72,-3.0,22.02,21.56,1,1,0,1,1,Triste
0.84,0.52,0.7,-21.74,-2.4,23.51,1,0,1,1,1,Cansado
0.08,0.76,0.2,28.64,-18.09,6.11,0,0,1,0,1,Triste
0.6,0.37,0.33,26.9,-15.52,-6.44,1,0,1,0,1,Estressado
0.07,0.46,0.05,8.92,-22.57,1.64,0,0,1,1,1,Feliz
0.89,0.64,0.7,3.94,9.49,-21.35,0,0,1,0,0,Estressado
0.45,0.74,0.21,-25.66,27.24,2.86,0,0,0,0,1,Cansado
0.89,0.63,0.99,25.87,25.93,16.64,1,0,1,0,1,Neutro
0.97,0.94,0.49,20.36,-20.09,-25.02,0,1,1,0,1,Triste
0.88,0.59,0.21,18.62,-8.02,27.9,1,0,1,0,1,Feliz
0.82,0.02,0.65,15.17,-17.39,-8.56,0,0,1,1,0,Triste
0.95,0.47,0.44,-19.42,8.27,20.86,0,0,0,1,1,Neutro
0.32,0.34,0.72,8.78,-6.86,-8.9,1,0,0,1,0,Neutro
0.52,0.5,0.05,24.31,-28.08,20.25,0,0,0,1,0,Triste
0.38,0.88,0.19,27.61,1.79,3.16,1,0,1,1,0,Triste
0.39,0.76,0.54,-28.12,28.06,-9.5,1,1,0,0,1,Triste
0.87,0.23,0.6,29.99,-5.35,23.32,0,1,0,0,0,Cansado
0.8,0.52,0.03,-29.31,24.25,-21.64,0,1,0,0,1,Feliz
0.06,0.32,0.59,11.97,-13.68,18.94,1,0,1,0,1,Triste
0.21,0.69,0.09,-9.22,4.6,-7.94,0,1,0,1,1,Estressado
0.94,0.53,0.33,9.9,-26.7,22.86,0,0,1,0,0,Feliz
0.21,0.15,0.77,-7.38,12.11,-7.92,0,0,0,0,0,Feliz
0.67,0.54,0.77,8.88,13.64,-7.92,1,1,1,0,0,Feliz
0.13,0.64,0.6,14.07,2.18,20.69,1,1,1,0,0,Neutro
0.55,0.66,0.87,26.58,-21.12,-20.81,1,1,0,1,1,Feliz
0.42,0.44,0.17,-19.09,-14.31,10.33,0,0,1,0,1,Cansado
0.94,0.02,0.02,15.2,-7.59,-28.83,0,1,1,1,1,Triste
0.06,0.42,0.84,-15.89,16.31,27.98,1,1,1,0,0,Estressado
0.16,0.75,0.03,16.28,-15.21,29.84,1,0,1,1,1,Cansado
0.26,0.74,0.61,-22.14,-20.44,27.34,1,0,0,1,1,Neutro
0.31,0.42,0.36,-2.43,-26.91,-22.53,0,1,1,0,1,Triste
0.17,0.1,0.68,10.87,-15.88,-27.03,1,0,1,1,0,Neutro
0.78,0.57,0.87,-29.36,17.28,-19.83,1,0,1,0,1,Cansado
0.25,0.34,0.97,-10.24,29.54,-6.64,0,1,0,0,0,Feliz
0.27,0.68,0.59,-9.93,29.02,-13.47,0,0,0,1,0,Triste
0.66,0.01,0.02,-14.07,-4.41,-23.97,0,1,0,0,0,Neutro
0.83,0.46,0.05,9.13,1.37,-26.29,1,0,1,1,1,Neutro
0.98,0.92,0.36,-22.63,0.74,-11.12,1,0,1,1,0,Neutro
0.31,0.49,0.66,-25.67,19.16,16.97,0,0,0,1,0,Estressado
0.63,0.75,0.37,14.98,-20.48,27.46,1,0,1,0,0,Triste
0.58,0.85,0.64,-29.23,-8.77,15.16,1,1,1,0,1,Feliz
0.51,0.19,0.68,9.99,17.86,27.3,1,1,1,1,0,Estressado
0.25,0.29,0.24,-24.34,-28.57,13.22,1,0,0,1,0,Cansado
0.4,0.17,0.39,-1.01,-10.81,-8.96,0,0,1,0,1,Triste
0.74,0.91,0.18,24.59,10.79,26.58,0,1,0,1,0,Feliz
0.56,0.7,0.4,-0.72,-17.3,2.59,0,1,0,1,0,Estressado
0.6,0.31,0.78,2.87,-4.38,-25.99,0,1,1,1,1,Neutro
0.25,0.77,0.72,16.96,-9.65,-7.35,1,1,0,1,1,Feliz
0.54,0.47,0.24,25.33,1.74,-25.66,1,0,0,0,0,Cansado
0.4,0.58,0.66,-17.11,26.41,9.0,1,1,1,1,1,Cansado
0.7,0.71,0.01,-0.29,-13.97,-28.5,1,0,0,0,1,Triste
0.03,0.06,0.45,-11.63,-9.04,15.65,1,0,0,1,0,Feliz
0.76,0.07,0.75,-9.98,8.18,6.4,1,1,0,1,0,Estressado
0.53,0.12,0.43,28.7,21.88,12.02,0,0,0,1,1,Feliz
0.6,0.93,0.55,9.38,-29.64,26.7,0,1,1,1,1,Triste
0.36,0.54,0.25,6.04,-9.72,-13.29,1,0,1,1,1,Triste
0.01,0.03,0.43,21.18,1.22,-22.58,0,1,1,1,1,Feliz
0.41,0.85,0.57,2.76,-8.14,20.0,1,0,1,1,0,Neutro
0.12,0.51,0.82,22.91,-6.03,3.9,0,0,0,0,1,Triste
0.71,0.76,0.13,-17.92,21.86,-28.25,0,1,0,1,1,Estressado
0.79,0.86,0.87,-10.38,-3.88,-9.18,0,1,0,0,1,Triste
0.43,0.42,0.62,29.82,-15.5,-24.85,1,0,0,1,0,Triste
0.51,0.36,0.75,5.42,2.56,-27.88,1,0,1,0,0,Estressado
0.41,0.56,0.16,2.14,3.33,16.58,0,1,1,1,0,Cansado
0.38,0.12,0.56,-13.79,27.42,4.27,0,0,0,0,1,Neutro
0.39,0.15,0.21,-13.9,5.84,3.95,1,1,1,1,1,Triste
0.57,0.53,0.76,26.55,-2.95,-8.37,0,0,1,1,1,Estressado
0.99,0.43,0.89,-10.43,14.29,4.43,1,0,0,1,0,Estressado
0.3,0.69,0.12,-9.19,-19.84,21.76,1,1,0,0,1,Cansado
0.76,0.76,0.3,-6.53,-7.99,-26.41,0,1,1,1,1,Neutro
0.51,0.28,0.04,15.95,26.86,-10.43,0,1,0,0,1,Feliz
0.22,0.0,0.6,20.64,-10.81,7.27,1,0,0,1,0,Neutro
0.03,0.76,0.97,-9.01,-18.39,4.73,1,0,1,1,1,Estressado
0.3,0.84,0.03,21.57,14.03,-15.55,1,0,1,1,0,Triste
0.58,0.42,0.47,-2.57,-21.83,24.38,1,1,1,1,1,Cansado
0.36,0.27,0.84,-16.77,5.85,-10.02,1,1,1,1,1,Cansado
0.12,0.84,0.79,24.27,-16.45,-19.82,1,1,0,0,1,Estressado
0.62,0.82,0.22,-3.05,-28.13,28.35,1,1,0,1,0,Feliz
0.03,0.88,0.71,-17.05,-22.57,13.74,0,1,0,1,0,Cansado
0.26,0.55,0.77,29.09,-6.68,-9.35,0,0,1,0,1,Estressado
0.42,0.62,0.85,-7.85,26.37,-23.66,1,0,1,0,0,Triste
0.87,0.78,0.75,-22.6,28.15,3.3,0,0,1,1,0,Neutro
0.76,0.93,0.64,-4.34,3.04,3.78,0,0,1,0,0,Cansado
0.01,0.6,0.14,-7.74,-1.81,0.91,1,0,1,1,1,Neutro
0.91,0.25,0.01,-25.14,16.1,-11.51,0,0,1,1,0,Estressado
0.52,0.37,0.89,-17.16,20.17,19.11,0,1,1,1,1,Cansado
0.05,0.22,0.86,11.91,2.73,13.72,1,1,1,0,1,Triste
0.8,0.38,0.48,1.27,23.54,-20.1,1,1,1,0,0,Feliz
0.88,0.5,0.49,-25.41,-22.57,-16.13,0,1,0,1,1,Estressado
0.29,0.1,0.79,-2.04,-1.2,-9.67,1,0,1,1,1,Estressado
0.25,0.62,0.02,3.06,-18.61,-0.47,1,0,1,0,0,Cansado
0.51,0.11,0.44,-10.75,8.29,-20.65,1,0,0,0,1,Neutro
0.57,0.6,0.49,10.76,-19.17,18.99,1,1,1,1,1,Cansado
0.98,0.42,0.4,10.15,-20.44,-8.83,0,1,0,1,0,Feliz
0.27,0.15,0.07,27.74,8.93,-13.12,0,1,1,0,0,Cansado
0.45,0.94,0.74,-3.27,-21.37,-10.63,0,1,0,0,0,Neutro
0.76,0.43,0.62,26.07,28.52,-24.05,0,1,0,0,0,Neutro
0.31,0.04,0.35,27.8,-8.4,5.82,1,0,0,1,0,Estressado
0.99,0.89,0.83,29.61,-3.2,-8.6,0,0,0,0,0,Estressado
0.4,0.06,0.38,-23.99,-15.25,-22.39,0,1,0,0,1,Triste
0.45,0.8,0.68,23.11,-16.34,-15.45,0,0,0,1,0,Estressado
0.45,0.83,0.03,-22.85,27.69,9.03,1,1,0,0,0,Neutro
0.9,0.36,0.15,10.68,-2.61,-26.52,0,0,0,1,0,Estressado
0.25,0.91,0.86,-10.08,14.85,-8.22,0,1,1,0,1,Cansado
0.06,0.03,0.38,3.17,16.78,15.67,0,1,0,1,0,Triste
0.94,0.67,0.56,-29.64,-23.82,20.45,0,1,0,0,1,Neutro
0.31,0.03,0.59,-17.52,17.45,22.22,1,0,1,0,1,Cansado
0.42,0.35,0.03,20.96,28.69,-16.69,1,0,1,0,0,Estressado
0.17,0.65,0.29,-6.64,-11.27,8.96,0,1,0,0,1,Neutro
0.95,0.3,0.27,-22.21,17.61,-22.19,0,0,1,1,1,Estressado
0.77,0.22,0.83,-16.6,16.73,-18.24,1,1,0,0,1,Neutro
0.05,0.48,0.66,-21.33,13.76,7.59,0,1,0,0,1,Neutro
0.66,0.74,0.28,-29.68,-28.4,-18.77,1,0,1,1,0,Triste
0.92,0.43,0.78,3.26,-16.47,-22.93,0,0,1,1,1,Estressado
0.79,0.93,0.28,-26.04,15.87,-7.77,1,1,1,0,0,Neutro
0.43,0.15,0.09,6.99,17.31,-23.62,1,1,1,1,1,Cansado
0.78,0.55,0.81,16.71,15.85,-20.01,1,0,1,0,1,Neutro
0.59,0.14,0.56,-14.57,9.41,-12.95,1,0,0,1,0,Triste
0.87,0.67,0.05,21.5,13.22,-13.43,0,1,1,1,0,Feliz
0.24,0.68,0.78,-2.55,16.61,-19.03,0,1,0,1,0,Estressado
0.37,0.53,0.73,-0.7,-7.62,-16.01,0,0,1,1,0,Feliz
0.83,0.63,0.16,-6.56,17.44,-2.74,1,0,0,0,0,Estressado
0.46,0.7,0.75,28.67,-6.66,-11.3,1,0,0,0,1,Triste
0.27,0.25,0.44,-28.93,-10.28,26.63,0,1,0,1,1,Estressado
0.73,0.77,0.98,-6.79,-7.19,-14.35,0,0,1,0,0,Feliz
0.38,0.16,0.3,-5.23,-2.62,17.83,1,0,1,1,0,Neutro
0.25,0.52,0.87,-4.91,22.37,-11.17,0,0,1,1,1,Estressado
0.03,0.87,0.04,18.88,-6.15,-18.49,1,1,0,0,1,Feliz
0.83,0.48,0.34,-13.44,13.06,-25.64,1,0,1,1,1,Triste
0.77,0.66,0.77,0.08,-6.9,15.19,1,1,0,0,1,Estressado
0.53,0.89,0.87,13.81,-18.44,-14.23,1,1,1,0,0,Triste
0.49,0.4,0.01,-8.93,0.14,10.43,1,0,0,0,0,Triste
0.51,0.21,0.82,24.33,-20.43,-14.75,0,0,1,1,0,Estressado
0.18,0.27,0.35,15.16,9.74,14.79,1,1,1,0,1,Triste
0.32,0.58,0.85,25.43,-29.36,-3.9,0,1,1,1,0,Feliz
0.34,0.52,0.72,13.12,-21.62,15.4,0,0,1,0,0,Cansado
0.94,0.28,0.12,0.11,-20.71,-8.92,0,1,0,1,0,Neutro
0.65,0.59,0.51,6.13,10.3,-2.4,0,1,1,0,1,Triste
0.03,0.62,0.62,-19.12,2.21,21.83,1,1,1,0,0,Triste
0.02,0.31,0.95,3.86,28.99,-12.53,1,0,1,0,1,Estressado
0.27,0.18,0.88,-26.39,-7.1,17.94,0,1,0,1,0,Estressado
0.92,0.53,0.35,19.29,8.06,-22.08,1,0,1,1,0,Cansado
0.38,0.36,0.66,26.21,0.55,5.95,1,0,1,1,1,Feliz
0.71,0.9,0.7,13.64,19.17,11.87,0,0,0,1,0,Triste
0.25,0.29,0.81,25.02,-27.8,20.07,1,0,0,1,0,Cansado
0.57,0.35,0.41,-16.64,-3.14,17.76,1,0,1,1,0,Neutro
0.45,0.59,0.62,-17.57,-8.96,5.0,0,0,1,0,1,Neutro
0.73,0.61,0.97,14.2,18.85,16.83,0,1,0,1,0,Triste
0.13,0.55,0.6,27.39,19.57,-15.23,0,0,1,1,1,Cansado
0.48,0.98,0.96,11.02,-23.7,10.2,0,0,0,0,1,Triste
0.81,0.75,0.32,-14.6,-6.21,-20.61,1,0,1,1,1,Neutro
0.48,0.49,0.41,16.51,25.86,22.83,1,0,0,0,1,Cansado
0.71,0.1,0.28,-4.89,-28.32,18.69,1,0,1,1,0,Neutro
0.14,0.44,0.01,3.52,-6.67,-22.26,1,0,1,1,0,Estressado
0.42,0.1,0.87,-9.13,-14.68,-12.33,1,0,0,1,0,Neutro
0.85,0.35,0.38,-26.24,-25.87,-24.93,0,0,1,1,1,Neutro
0.73,0.87,0.98,14.04,29.7,12.23,0,1,1,0,1,Estressado
0.71,0.2,0.93,3.5,-18.8,-4.41,1,0,0,0,1,Feliz
0.87,0.41,0.25,-8.3,14.12,26.59,0,1,1,1,1,Triste
0.91,0.09,0.84,-8.99,-1.11,24.24,0,1,0,1,1,Triste
0.63,0.22,0.17,-5.56,-8.21,8.82,0,1,0,1,1,Feliz
0.67,0.03,0.45,12.81,-4.71,-1.61,0,0,0,0,0,Estressado
0.32,0.54,0.52,18.64,10.44,-14.11,1,0,1,1,0,Neutro
0.32,0.64,0.08,-17.84,-21.89,-13.41,0,0,0,0,0,Estressado
0.81,0.3,0.88,-6.92,-3.93,-28.82,0,1,1,1,0,Estressado
